word,col2,concreteness,col4,col5,col6,col7,col8,col9,col10,frequency
عاملة,worker (female),4.27777777777777,0.894792486988598,4.59,0.73,,,,,
رقابة,censorship,2.11111111111111,1.07860961093922,1.79,1.11,,,,,
زجاجة,bottle,4.83333333333333,0.707106781186547,4.91,0.44,,,,,
غزو,invasion,2.44444444444444,1.4234267774809,3.65,1.07,,,,,
حكمة,wisdom,1.61111111111111,0.697802339187225,1.53,0.86,,,,,
عروس,bride,4.38888888888888,1.09215862287322,4.63,0.74,,,,,
اعتقاد,belief,1.27777777777777,0.574513149960141,1.19,0.68,,,,,
جبل,mountain,4.77777777777777,0.427792631946498,4.96,0.2,,,,,
أثاث,furniture,4.72222222222222,0.574513149960141,4.89,0.31,,,,,
خلود,immortality,1.55555555555555,1.09663776110663,1.52,0.87,,,,,
أغنية,song,4.27777777777777,0.894792486988598,4.46,0.95,,,,,
طائرة,airplane,4.88888888888888,0.323380833381777,4.96,0.19,,,,,
مكتبة,library,4.66666666666666,0.76696498884737,4.8,0.76,,,,,
تضخم,inflation,2.64705882352941,1.41161151129605,2.54,1.5,,,,,
تشجيع,encouragement,2.11111111111111,1.23139752691039,1.96,1.4,,,,,
أخلاق,morality,1.55555555555555,1.04161764590536,1.47,0.97,,,,,
قبعة,hat,4.94444444444444,0.235702260395515,4.88,0.6,,,,,
ابن,son,4.05555555555555,0.998364675929487,4.14,1.27,,,,,
شماعة,hanger,4.57142857142857,0.85163062725264,4.81,0.48,,,,,
حذاء,shoe,4.83333333333333,0.514495755427526,4.97,0.18,,,,,
سعادة,happiness,2.05555555555555,1.30484266449444,2.6,1.26,,,,,
ميزانية,budget,2.55555555555555,1.4234267774809,3.14,1.41,,,,,
ملحد,atheist,2.16666666666666,1.24852854569359,2.93,1.46,,,,,
سيارة,car,4.88888888888888,0.471404520791031,4.89,0.31,,,,,
نيّة,intention,1.88888888888888,1.40958437298913,1.7,0.79,,,,,
كنيسة,church,4.55555555555555,0.783823376129673,4.9,0.41,,,,,
تقاليد,tradition,1.72222222222222,1.07405529245091,1.69,0.85,,,,,
قفاز,glove,4.61111111111111,1.14475216371923,4.97,0.18,,,,,
دواء,medicine,4.61111111111111,0.849836585598797,4.79,0.5,,,,,
جثة,corpse,4.61111111111111,0.978527638786601,4.89,0.42,,,,,
حياة,life,2.16666666666666,0.985184366143778,4.59,0.87,,,,,
بلوغ,puberty,3.05555555555555,1.47417862363388,3.5,1.46,,,,,
طفولة,childhood,2.38888888888888,1.14475216371923,2.53,1.36,,,,,
معلومة,information,2.11111111111111,1.02261998512982,2.87,1.41,,,,,
مرض,illness,2.94444444444444,1.34917064817927,3.54,1.29,,,,,
مخ,brain,4.27777777777777,1.07405529245091,4.69,0.74,,,,,
برنامج,program,3.44444444444444,1.4234267774809,3.43,1.45,,,,,
جهنم,hell,2.27777777777777,1.60167396093093,,,,,,,
فكرة,idea,1.38888888888888,0.697802339187225,1.61,1.2,,,,,
حادثة,accident,4.05555555555555,1.05564155136453,3.26,1.48,,,,,
مجاعة,famine,3.16666666666666,1.54348726628257,3.55,1.4,,,,,
قهوة,coffee,4.94444444444444,0.235702260395515,4.81,0.79,,,,,
تسامح,tolerance,1.55555555555555,0.983524408155643,2.11,1.19,,,,,
دفء,warmth,3.27777777777777,1.36362646064932,3.39,1.47,,,,,
صداقة,friendship,1.66666666666666,0.970142500145331,2.39,1.29,,,,,
زواج,marriage,3.33333333333333,1.28337789583949,2.51,1.2,,,,,
قطة,cat,4.88888888888888,0.471404520791031,4.86,0.52,,,,,
شجرة,tree,4.72222222222222,0.9582800496696,5.0,0.0,,,,,
شيطان,devil,2.55555555555555,1.54242826974879,3.41,1.57,,,,,
دم,blood,4.94444444444444,0.235702260395515,4.86,0.44,,,,,
حظ,luck,1.5,0.618346942400842,1.33,0.71,,,,,
مساعد,helper (male),3.11764705882352,1.45268514057488,3.39,1.42,,,,,
بيروقراطية,bureaucracy,1.8235294117647,1.38000426256801,1.64,1.11,,,,,
إلحاد,atheism,1.38888888888888,0.607684988914185,2.23,1.36,,,,,
نافذة,window,4.77777777777777,0.732084498140959,4.86,0.52,,,,,
عنكبوت,spider,4.66666666666666,0.840168050416805,4.97,0.18,,,,,
الكحول,alcohol,4.70588235294117,0.685994340570035,4.76,0.51,,,,,
شجاعة,bravery,1.66666666666666,0.840168050416805,1.96,1.02,,,,,
جماع,intercourse,3.88235294117647,1.36392599419728,3.93,1.46,,,,,
تبني,adoption,2.38888888888888,1.28972814686291,3.03,1.45,,,,,
مبنى,building,4.77777777777777,0.427792631946498,4.64,0.91,,,,,
أم,mother,4.44444444444444,0.704792186494565,4.6,0.72,,,,,
جار,neighbor (male),3.88888888888888,1.13183291683622,4.64,0.62,,,,,
إذلال,humiliation,2.0,1.21106014163899,1.96,1.14,,,,,
جارة,neighbor (female),4.0,0.970142500145331,4.64,0.62,,,,,
منطقة,area,3.33333333333333,1.28337789583949,3.72,1.28,,,,,
طبيبة,Doctor (Female),4.44444444444444,1.04161764590536,4.69,0.81,,,,,
مثالية,idealism,1.38888888888888,0.697802339187225,1.64,1.06,,,,,
أخبار,news,3.0,1.36930639376291,3.41,1.52,,,,,
غرفة,room,4.72222222222222,0.669113158068688,4.79,0.41,,,,,
إجهاض,abortion,3.44444444444444,1.68809750980634,3.41,1.39,,,,,
شروق,sunrise,4.05555555555555,1.25895485235231,4.69,0.54,,,,,
الناس,people,4.16666666666666,0.923548145182798,4.82,0.48,,,,,
سفارة,embassy,4.11111111111111,1.32349310044597,3.96,1.4,,,,,
عدالة,justice,1.5,0.785905247993375,1.45,0.74,,,,,
كلب,dog,4.94444444444444,0.235702260395515,4.85,0.46,,,,,
حضارة,civilization,1.83333333333333,0.923548145182799,3.32,1.52,,,,,
مسجد,mosque,4.72222222222222,0.669113158068688,4.54,0.92,,,,,
صدر,breast,4.66666666666666,1.02899151085505,4.89,0.42,,,,,
ولادة,childbirth,4.16666666666666,1.15044748327105,4.04,1.24,,,,,
إنسانية,humanity,1.66666666666666,0.90748521297303,2.36,1.38,,,,,
شِعر,poetry,3.55555555555555,1.2935233335271,3.5,1.37,,,,,
غيرة,jealousy,1.61111111111111,0.978527638786601,1.8,1.12,,,,,
شمس,sun,4.83333333333333,0.383482494423685,4.83,0.6,,,,,
ولد,boy,4.11111111111111,0.963381842865744,4.76,0.6,,,,,
حد,boarder,2.06666666666666,1.03279555898864,3.52,1.47,,,,,
ألم,pain,3.33333333333333,1.60879933307968,3.5,1.58,,,,,
صحيفة,newspaper,4.55555555555555,1.14902629992028,4.82,0.55,,,,,
إصبع,finger,4.77777777777777,0.548318880553316,5.0,0.0,,,,,
احتفال,ceremony,3.0,1.23669388480168,3.57,0.96,,,,,
قميص,shirt,4.77777777777777,0.548318880553316,4.94,0.38,,,,,
مجتمع,community,2.05555555555555,0.937595311059233,3.52,1.37,,,,,
شعر,hair,4.27777777777777,1.44733245725716,4.97,0.19,,,,,
حج,pilgrimage,3.17647058823529,1.23669388480168,2.15,1.2,,,,,
ختان,circumcision,3.47058823529411,1.69991349260865,4.13,1.17,,,,,
تواضع,modesty,1.5,0.857492925712544,2.23,1.33,,,,,
إعجاب,admiration,2.05555555555555,1.34917064817927,1.86,1.06,,,,,
شرف,Honor,1.27777777777777,0.574513149960141,2.15,1.26,,,,,
دولة,country,3.27777777777777,1.36362646064932,4.17,1.18,,,,,
رجل,man,4.55555555555555,0.855585263892997,4.79,0.5,,,,,
غروب,sunset,4.44444444444444,0.783823376129673,4.54,0.88,,,,,
شرطية,Policewoman,4.44444444444444,0.855585263892997,,,,,,,
معبد,temple,4.05555555555555,1.43372087784043,4.53,0.72,,,,,
مفهوم,concept,1.55555555555555,1.14902629992028,1.41,0.64,,,,,
جنين,fetus,4.55555555555555,0.783823376129673,4.62,0.92,,,,,
فراشة,butterfly,4.94444444444444,0.235702260395515,4.93,0.26,,,,,
سفير,ambassador,4.22222222222222,0.808452083454443,4.28,1.1,,,,,
زوج,husband,4.0,0.970142500145331,4.11,1.22,,,,,
الله,God,2.66666666666666,1.71498585142508,,,,,,,
مغفرة,forgiveness,1.88888888888888,1.27827498141228,1.44,0.89,,,,,
طالبة,student (female),4.44444444444444,0.783823376129673,4.92,0.28,,,,,
طاولة,table,4.83333333333333,0.514495755427526,4.9,0.41,,,,,
بنت,girl,4.55555555555555,0.704792186494565,4.85,0.46,,,,,
تفاحة,apple,4.61111111111111,1.14475216371923,5.0,0.0,,,,,
طفل,baby,4.55555555555555,0.855585263892997,5.0,0.0,,,,,
صحراء,Desert,4.55555555555555,0.921777197924953,,,,,,,
أريكة,sofa,4.8125,0.75,4.9,0.4,,,,,
وفاء,loyalty,1.44444444444444,0.704792186494565,1.57,0.88,,,,,
لحية,beard,5.0,0.0,4.96,0.19,,,,,
موظف,employee (male),4.44444444444444,0.704792186494565,4.1,1.21,,,,,
روحانية,spirituality,1.27777777777777,0.574513149960141,1.07,0.37,,,,,
مدير,manager (male),4.33333333333333,0.76696498884737,4.14,1.11,,,,,
مدرسة,school,4.5,0.785905247993375,4.79,0.57,,,,,
معلمة,teacher (female),4.5,0.618346942400842,4.52,0.74,,,,,
طبيب,doctor (male),4.61111111111111,0.777544316035229,4.69,0.81,,,,,
ثقافة,culture,1.44444444444444,0.704792186494565,2.04,1.34,,,,,
فندق,hotel,4.55555555555555,0.783823376129673,4.93,0.38,,,,,
مؤامرة,conspiracy,1.72222222222222,0.826442094733631,1.76,1.16,,,,,
امرأة,woman,4.66666666666666,0.594088525786004,4.46,1.03,,,,,
قطاع,sector,2.11111111111111,1.36721653213806,3.41,1.18,,,,,
ديمقراطية,democracy,1.72222222222222,0.9582800496696,1.78,1.01,,,,,
كمبيوتر,computer,4.94444444444444,0.235702260395515,4.93,0.26,,,,,
هدية,gift,3.94444444444444,1.1617543641469,4.56,0.64,,,,,
نعمة,blessing,4.88888888888888,0.323380833381777,2.19,1.27,,,,,
يوم,day,2.38888888888888,1.33455826086161,3.92,1.38,,,,,
خصوصية,privacy,1.61111111111111,0.978527638786601,1.5,0.58,,,,,
زفاف,wedding,4.16666666666666,1.04318516770401,3.92,1.32,,,,,
برق,lightning,4.66666666666666,0.594088525786004,4.59,0.87,,,,,
مقبرة,cemetery,4.5,0.857492925712544,4.93,0.26,,,,,
شرطي,policeman,4.66666666666666,0.685994340570035,4.93,0.26,,,,,
بلدة,town,3.55555555555555,1.58010506807104,4.64,0.78,,,,,
قبول,acceptance,1.5,0.785905247993375,2.21,1.26,,,,,
فساد,corruption,1.72222222222222,0.826442094733631,2.39,1.45,,,,,
عري,nudity,3.33333333333333,1.57181049598675,4.13,1.2,,,,,
حبيب,lover (male),3.38888888888888,1.28972814686291,3.68,1.42,,,,,
مكتب,office,5.0,0.0,4.93,0.27,,,,,
وطن,homeland,2.05555555555555,0.998364675929487,3.45,1.48,,,,,
جنة,heaven,2.72222222222222,1.5264551613058,1.81,1.47,,,,,
عدوى,infection,3.05555555555555,1.58938472084315,4.1,1.11,,,,,
كرم,generosity,1.77777777777777,1.16596617626027,1.84,1.22,,,,,
عين,eye,4.77777777777777,0.646761666763554,4.9,0.41,,,,,
تعصب,intolerance,1.66666666666666,0.76696498884737,2.0,1.14,,,,,
عبادة,Worship,2.5,1.46528455377425,,,,,,,
طائر,bird,4.88888888888888,0.323380833381777,5.0,0.0,,,,,
تذكرة,ticket,4.5,1.20049009599756,4.7,0.65,,,,,
موظفة,employee (female),4.5,0.857492925712544,4.1,1.21,,,,,
ضيافة,hospitality,2.16666666666666,1.04318516770401,2.15,1.26,,NN,,,326144.0
كرة,ball,4.83333333333333,0.707106781186547,5.0,0.0,,,,,
خير,goodness,1.72222222222222,1.17851130197757,1.38,0.73,,,,,
طالب,student (male),4.33333333333333,0.76696498884737,4.92,0.28,,,,,
قداسة,holiness,1.41176470588235,1.00366973710303,1.56,1.12,,,,,
